id,fossil_bio,ipcc_code_2006_for_standard_report_name,Year,Total
83372,fossil,"Biological Treatment of Solid Waste",2005,0.0012425759999999998
84398,fossil,"Biological Treatment of Solid Waste",2005,74.57184
81452,fossil,"Biological Treatment of Solid Waste",2005,0.6614039999999998
68677,fossil,"Biological Treatment of Solid Waste",2005,0.774
65923,fossil,"Biological Treatment of Solid Waste",2005,0.20917727999999994
74759,fossil,"Biological Treatment of Solid Waste",2005,0.072
59697,fossil,"Biological Treatment of Solid Waste",2005,16.187355996000004
72806,fossil,"Biological Treatment of Solid Waste",2005,0.05972155199999999
61149,fossil,"Biological Treatment of Solid Waste",2005,0.12489999600000003
60277,fossil,"Biological Treatment of Solid Waste",2005,1.3399823519999998
53702,fossil,"Biological Treatment of Solid Waste",2005,0.064119996
75803,fossil,"Biological Treatment of Solid Waste",2005,0.6437619959999998
68059,fossil,"Biological Treatment of Solid Waste",2005,1.2945900000000004
64661,fossil,"Biological Treatment of Solid Waste",2005,0.7629599999999997
75271,fossil,"Biological Treatment of Solid Waste",2005,0.05972155199999999
3721,fossil,"Biological Treatment of Solid Waste",2005,12.494844000000002
25601,fossil,"Biological Treatment of Solid Waste",2005,13.718865756
14187,fossil,"Biological Treatment of Solid Waste",2005,2.784927995999999
22766,fossil,"Biological Treatment of Solid Waste",2005,3.416159999999999
5835,fossil,"Biological Treatment of Solid Waste",2005,4.795332000000001
20694,fossil,"Biological Treatment of Solid Waste",2005,0.19503976799999997
7613,fossil,"Biological Treatment of Solid Waste",2005,0.133897596
13620,fossil,"Biological Treatment of Solid Waste",2005,6.842010264000002
20249,fossil,"Biological Treatment of Solid Waste",2005,0.03156
4327,fossil,"Biological Treatment of Solid Waste",2005,4.797347784
21292,fossil,"Biological Treatment of Solid Waste",2005,35.542904004
37170,fossil,"Biological Treatment of Solid Waste",2005,0.065600004
26220,fossil,"Biological Treatment of Solid Waste",2005,0.37431200400000003
40104,fossil,"Biological Treatment of Solid Waste",2005,0.020000004
36332,fossil,"Biological Treatment of Solid Waste",2005,0.060920004
28591,fossil,"Biological Treatment of Solid Waste",2005,11.564163636000002
27119,fossil,"Biological Treatment of Solid Waste",2005,0.9317893440000001
48951,fossil,"Biological Treatment of Solid Waste",2005,0.10999363200000002
49484,fossil,"Biological Treatment of Solid Waste",2005,0.11024040000000003
49891,fossil,"Biological Treatment of Solid Waste",2005,0.685884528
40941,fossil,"Biological Treatment of Solid Waste",2005,8.88142128
33318,fossil,"Biological Treatment of Solid Waste",2005,0.060864
29709,fossil,"Biological Treatment of Solid Waste",2005,6.101626020000001
42328,fossil,"Biological Treatment of Solid Waste",2005,0.13879800000000003
38883,fossil,"Biological Treatment of Solid Waste",2005,0.3210800040000001
29699,fossil,"Chemical Industry",2005,2.0891661490000004
52371,fossil,"Chemical Industry",2005,1.663232878
32911,fossil,"Chemical Industry",2005,1.610000001
40937,fossil,"Chemical Industry",2005,0.8479057600000001
33317,fossil,"Chemical Industry",2005,0.005610001
48962,fossil,"Chemical Industry",2005,0.0901508
39772,fossil,"Chemical Industry",2005,0.00858
39367,fossil,"Chemical Industry",2005,4.523634221
28576,fossil,"Chemical Industry",2005,1.4121503510000002
37735,fossil,"Chemical Industry",2005,2.2014899540000004
40515,fossil,"Chemical Industry",2005,0.05609999900000001
38293,fossil,"Chemical Industry",2005,2.022844274
47271,fossil,"Chemical Industry",2005,1.6435334099999999
45868,fossil,"Chemical Industry",2005,0.31680000100000005
36338,fossil,"Chemical Industry",2005,0.053192760000000006
37177,fossil,"Chemical Industry",2005,0.203673522
42319,fossil,"Chemical Industry",2005,5.211523734
27133,fossil,"Chemical Industry",2005,0.107889512
45362,fossil,"Chemical Industry",2005,3.474655121
42892,fossil,"Chemical Industry",2005,0.030838561
68669,fossil,"Chemical Industry",2005,9.025097952999998
75797,fossil,"Chemical Industry",2005,0.33685425199999997
65924,fossil,"Chemical Industry",2005,0.11761944099999999
60283,fossil,"Chemical Industry",2005,3.037895246
67273,fossil,"Chemical Industry",2005,2.289446601
63341,fossil,"Chemical Industry",2005,0.0012787793
61158,fossil,"Chemical Industry",2005,0.788900005
75273,fossil,"Chemical Industry",2005,0.330393392
69955,fossil,"Chemical Industry",2005,0.05678541999999999
62844,fossil,"Chemical Industry",2005,0.0003
71324,fossil,"Chemical Industry",2005,0.8308393620000001
52840,fossil,"Chemical Industry",2005,0.001659329
69609,fossil,"Chemical Industry",2005,18.772534042
64663,fossil,"Chemical Industry",2005,0.23006339899999997
68062,fossil,"Chemical Industry",2005,1.0987041250000003
57141,fossil,"Chemical Industry",2005,2.3561167879999996
65474,fossil,"Chemical Industry",2005,0.016499999
58792,fossil,"Chemical Industry",2005,0.07332000200000001
59707,fossil,"Chemical Industry",2005,3.9189814189999996
74756,fossil,"Chemical Industry",2005,0.08860898899999999
78703,fossil,"Chemical Industry",2005,0.756449998
81989,fossil,"Chemical Industry",2005,2.986439054
80674,fossil,"Chemical Industry",2005,10.798270014
84983,fossil,"Chemical Industry",2005,0.027133326
79462,fossil,"Chemical Industry",2005,0.00008160001
88327,fossil,"Chemical Industry",2005,0.348820008
81447,fossil,"Chemical Industry",2005,0.35712854499999996
83357,fossil,"Chemical Industry",2005,0.536400003
84397,fossil,"Chemical Industry",2005,19.73436504
85862,fossil,"Chemical Industry",2005,3.4930000020000005
22761,fossil,"Chemical Industry",2005,0.00007599601
15252,fossil,"Chemical Industry",2005,22.593578998
3717,fossil,"Chemical Industry",2005,0.3398871579999999
8111,fossil,"Chemical Industry",2005,0.863880002
23708,fossil,"Chemical Industry",2005,0.2482
4905,fossil,"Chemical Industry",2005,0.016665001000000002
9285,fossil,"Chemical Industry",2005,0.18200768
21306,fossil,"Chemical Industry",2005,8.400369661
13624,fossil,"Chemical Industry",2005,5.866734879999999
24589,fossil,"Chemical Industry",2005,0.101100055
2148,fossil,"Chemical Industry",2005,0.39049998900000005
4330,fossil,"Chemical Industry",2005,0.11550000100000002
10967,fossil,"Chemical Industry",2005,2.514660154
25600,fossil,"Chemical Industry",2005,0.8884733059999999
5832,fossil,"Chemical Industry",2005,1.799470923
7603,fossil,"Chemical Industry",2005,0.23972829999999998
2531,fossil,"Chemical Industry",2005,1.2696755080000002
17686,fossil,"Chemical Industry",2005,0.065450479
8863,fossil,"Chemical Industry",2005,0.0009974301
14185,fossil,"Chemical Industry",2005,0.112319999
20703,fossil,"Chemical Industry",2005,0.20678444
14725,fossil,"Chemical Industry",2005,3.8028881119999998
485,fossil,"Civil Aviation",2005,0.00020219160000000007
2143,fossil,"Civil Aviation",2005,0.0037017960000000003
13150,fossil,"Civil Aviation",2005,0.00020805239999999997
17279,fossil,"Civil Aviation",2005,0.000017877000000000002
25269,fossil,"Civil Aviation",2005,0.00019478159999999995
4320,fossil,"Civil Aviation",2005,0.0007406928
21891,fossil,"Civil Aviation",2005,0.0006442272000000002
25586,fossil,"Civil Aviation",2005,0.04678899599999999
25006,fossil,"Civil Aviation",2005,0.000027339839999999998
24587,fossil,"Civil Aviation",2005,0.010610375999999998
99,fossil,"Civil Aviation",2005,0.00008950404
4899,fossil,"Civil Aviation",2005,0.001376004
21305,fossil,"Civil Aviation",2005,0.017616503999999995
13633,fossil,"Civil Aviation",2005,0.10356509999999998
5830,fossil,"Civil Aviation",2005,0.00007134936
9792,fossil,"Civil Aviation",2005,0.00003449243999999999
23283,fossil,"Civil Aviation",2005,0.000044599920000000015
22770,fossil,"Civil Aviation",2005,0.0007104996000000001
10199,fossil,"Civil Aviation",2005,0.000043148639999999985
5361,fossil,"Civil Aviation",2005,0.00014210759999999997
10521,fossil,"Civil Aviation",2005,0.0012936960000000002
6704,fossil,"Civil Aviation",2005,0.0009332928
22315,fossil,"Civil Aviation",2005,0.000009427908
20702,fossil,"Civil Aviation",2005,0.0006244992
26207,fossil,"Civil Aviation",2005,0.000055045919999999996
12776,fossil,"Civil Aviation",2005,0.00006720024000000001
10961,fossil,"Civil Aviation",2005,0.05433663599999999
7608,fossil,"Civil Aviation",2005,0.00028070039999999997
19930,fossil,"Civil Aviation",2005,0.00003406248
947,fossil,"Civil Aviation",2005,0.005173596000000002
3720,fossil,"Civil Aviation",2005,0.0278157
14188,fossil,"Civil Aviation",2005,0.0009050004000000002
19074,fossil,"Civil Aviation",2005,0.000044599920000000015
1436,fossil,"Civil Aviation",2005,2.928993252
24139,fossil,"Civil Aviation",2005,0.002386104
18665,fossil,"Civil Aviation",2005,0.0005189327999999999
16931,fossil,"Civil Aviation",2005,0.0004906008000000001
12320,fossil,"Civil Aviation",2005,0.000046870080000000016
3318,fossil,"Civil Aviation",2005,0.00003993324
18223,fossil,"Civil Aviation",2005,0.00011493119999999997
8445,fossil,"Civil Aviation",2005,0.00019922279999999996
2525,fossil,"Civil Aviation",2005,0.009080111999999998
14736,fossil,"Civil Aviation",2005,0.006422148000000002
17682,fossil,"Civil Aviation",2005,0.0005955768
15239,fossil,"Civil Aviation",2005,0.13491343200000003
11539,fossil,"Civil Aviation",2005,0.00010791444000000001
74760,fossil,"Civil Aviation",2005,0.00026399999999999997
70445,fossil,"Civil Aviation",2005,0.0004460004000000001
55875,fossil,"Civil Aviation",2005,0.00014638799999999998
72386,fossil,"Civil Aviation",2005,0.000413688
64659,fossil,"Civil Aviation",2005,0.00006599999999999999
73960,fossil,"Civil Aviation",2005,0.00007612632
65928,fossil,"Civil Aviation",2005,0.002775000000000001
73598,fossil,"Civil Aviation",2005,0.000005392848000000002
73185,fossil,"Civil Aviation",2005,0.0006247644
60284,fossil,"Civil Aviation",2005,0.0054189960000000014
55415,fossil,"Civil Aviation",2005,0.0012023040000000002
57132,fossil,"Civil Aviation",2005,0.00840396
59710,fossil,"Civil Aviation",2005,0.00030200039999999994
61160,fossil,"Civil Aviation",2005,0.008277696
63810,fossil,"Civil Aviation",2005,0.0004978992
53292,fossil,"Civil Aviation",2005,0.0007781651999999999
76804,fossil,"Civil Aviation",2005,0.0008251920000000002
75807,fossil,"Civil Aviation",2005,0.004784916
62006,fossil,"Civil Aviation",2005,0.002865756
71929,fossil,"Civil Aviation",2005,0.00006568212000000001
62437,fossil,"Civil Aviation",2005,0.000022299960000000007
69604,fossil,"Civil Aviation",2005,0.012822504000000004
62843,fossil,"Civil Aviation",2005,0.000022400040000000005
66458,fossil,"Civil Aviation",2005,0.00004053
78700,fossil,"Civil Aviation",2005,0.008429400000000002
57997,fossil,"Civil Aviation",2005,0.0004303152
